date, pm25, pm10, o3, no2, so2, co
2014/8/5, , 26, 27, 11, 1, 5
2014/8/6, , 20, 21, 10, 3, 6
2014/8/7, , 27, , , , 
2014/8/9, , 18, 33, 9, 2, 5
2014/8/10, , 19, 18, 8, 2, 5
2014/8/11, , 19, 17, 6, 2, 5
2014/8/12, , 18, 26, 9, 2, 7
2014/8/13, , 20, 36, 11, 4, 8
2014/8/14, , 29, 18, 13, 3, 6
2014/8/15, , 26, 23, 12, 3, 5
2014/8/16, , 32, 2, 13, 2, 5
2014/8/17, , 34, 32, 5, 3, 5
2014/8/18, , 28, 26, 12, 3, 5
2014/8/19, , 35, 35, 12, 4, 6
2014/8/20, , 35, 34, 13, 3, 6
2014/8/21, , 27, 21, 18, 4, 8
2014/8/22, , 39, 42, 22, 3, 10
2014/8/23, , 45, 30, 8, 2, 6
2014/8/24, , 38, 25, 10, 3, 6
2014/8/25, , 28, 23, 11, 3, 7
2014/8/26, , 32, 38, 14, 3, 5
2014/8/27, , 33, 23, 10, 2, 4
2014/8/28, , 26, 22, 8, 3, 5
2014/8/29, , 17, 20, 9, 2, 5
2014/8/30, , 19, 14, 7, 2, 5
2014/8/31, , 19, 14, 4, 2, 5
2014/9/1, , 16, 24, 4, 3, 5
2014/9/2, , 16, , , , 12
2014/9/3, , 51, 21, 3, 3, 6
2014/9/4, , 31, 21, 5, 2, 4
2014/9/5, , 15, 25, 8, 2, 5
2014/9/6, , 16, 19, 8, 2, 4
2014/9/7, , 18, 31, 6, 2, 4
2014/9/8, , 16, 25, 6, 2, 6
2014/9/9, , 15, 36, 10, 3, 5
2014/9/10, , 20, 24, 11, 3, 6
2014/9/11, , 28, 7, 10, 3, 6
2014/9/12, , 27, 34, 1, 1, 4
2014/9/13, , 17, 30, 5, 2, 5
2014/9/14, , 19, 2, 9, 2, 6
2014/9/15, , 21, 18, 10, 2, 6
2014/9/16, , 19, 18, 10, 3, 5
2014/9/17, , 18, 23, 11, 4, 5
2014/9/18, , 16, 24, 11, 2, 6
2014/9/19, , 20, 34, 11, 3, 6
2014/9/20, , 28, 27, 9, 3, 6
2014/9/21, , 26, 25, 10, 2, 6
2014/9/22, , 22, 27, 8, 4, 6
2014/9/23, , 33, 31, 10, 4, 7
2014/9/24, , 28, 15, 4, 2, 7
2014/9/25, , 33, 35, 7, 4, 5
2014/9/26, , 43, , , , 
2014/9/29, , 34, 36, 13, 3, 5
2014/9/30, , 29, 51, 13, 3, 4
2014/4/1, , 34, 68, 16, 6, 7
2014/4/2, , 53, 21, 19, 5, 7
2014/4/3, , 47, 30, 12, 3, 6
2014/4/4, , 40, 52, 10, 4, 7
2014/4/5, , 39, 53, 7, 6, 7
2014/4/6, , 50, 47, 13, 5, 7
2014/4/7, , 40, 56, 19, 4, 7
2014/4/8, , 48, 44, 19, 7, 10
2014/4/9, , 64, 54, 20, 9, 13
2014/4/10, , 68, 17, 20, 6, 10
2014/4/11, , 69, 11, 16, 4, 9
2014/4/12, , 66, 63, 11, 4, 8
2014/4/13, , 58, 52, 11, 5, 8
2014/4/14, , 54, 19, 10, 1, 6
2014/4/15, , 43, 42, 12, 4, 7
2014/4/16, , 45, 36, 17, 3, 7
2014/4/17, , 63, 14, 19, 5, 8
2014/4/18, , 55, 32, 15, 4, 8
2014/4/19, , 62, 30, 8, 5, 7
2014/4/20, , 50, 22, 11, 5, 9
2014/4/21, , 46, 13, 12, 4, 9
2014/4/22, , 20, 8, 14, 2, 12
2014/4/23, , 39, 50, 9, 3, 10
2014/4/24, , 39, 71, 12, 4, 10
2014/4/25, , 31, 44, 15, 4, 9
2014/4/26, , 36, 30, 11, 4, 7
2014/4/27, , 43, 16, 21, 4, 9
2014/4/28, , 40, 43, 17, 5, 7
2014/4/29, , 53, 57, 13, 5, 6
2014/4/30, , 44, 38, 11, 4, 5
2014/5/1, , 40, 44, 19, 3, 7
2014/5/2, , 32, 41, 12, 4, 5
2014/5/3, , 50, 39, 16, 4, 5
2014/5/4, , 39, 22, 19, 4, 6
2014/5/5, , 30, 37, 16, 3, 5
2014/5/6, , 40, 57, 10, 3, 5
2014/5/7, , 27, 82, 12, 4, 8
2014/5/8, , 39, 56, 10, 3, 5
2014/5/9, , 36, 41, 14, 3, 5
2014/5/10, , 32, 29, 9, 2, 4
2014/5/11, , 28, 52, 9, 3, 4
2014/5/12, , 20, 30, 8, 2, 4
2014/5/13, , 19, 43, 12, 3, 5
2014/5/14, , 26, 45, 10, 2, 4
2014/5/15, , 21, 43, 13, 4, 5
2014/5/16, , 20, 46, 11, 4, 5
2014/5/17, , 21, 18, 10, 4, 5
2014/5/18, , 29, 52, 10, 2, 5
2014/5/19, , 24, 45, 9, 2, 4
2014/5/20, , 17, 31, 11, 3, 4
2014/5/21, , 20, 37, 12, 7, 6
2014/5/22, , 25, 8, 16, 10, 12
2014/5/23, , 40, 43, 15, 7, 8
2014/5/24, , 35, 20, 15, 6, 7
2014/5/25, , 37, 41, 18, 6, 7
2014/5/26, , 35, 11, 18, 5, 6
2014/5/27, , 44, 46, 12, 3, 5
2014/5/28, , 33, 36, 10, 3, 5
2014/5/29, , 21, 63, 10, 2, 6
2014/5/30, , 19, 45, 11, 2, 5
2014/5/31, , 20, 25, 10, 2, 5
2014/6/1, , 18, 32, 9, 2, 6
2014/6/2, , 15, 32, 7, 2, 5
2014/6/3, , 13, 22, 12, 3, 6
2014/6/4, , 23, 30, 10, 4, 6
2014/6/5, , 18, 26, 15, 5, 6
2014/6/6, , 19, 26, 12, 4, 6
2014/6/7, , 19, 21, 9, 5, 5
2014/6/8, , 31, 25, 10, 4, 4
2014/6/9, , 24, 29, 11, 4, 5
2014/6/10, , 23, 23, 12, 4, 5
2014/6/11, , 23, 34, 10, 4, 5
2014/6/12, , 17, 31, 13, 4, 5
2014/6/13, , 18, 17, 10, 4, 4
2014/6/14, , 20, , , , 
2014/6/16, , 32, 35, 13, 5, 5
2014/6/17, , 25, 27, 10, 5, 6
2014/6/18, , 47, 32, 10, 4, 6
2014/6/19, , 41, 20, 7, 4, 5
2014/6/20, , 45, 45, 5, 4, 3
2014/6/21, , 50, 29, 14, 3, 4
2014/6/22, , 39, 36, 8, 4, 5
2014/6/23, , 31, 30, 9, 4, 5
2014/6/24, , 24, 21, 10, 3, 4
2014/6/25, , 23, 7, 14, 5, 5
2014/6/26, , 40, 10, 12, 4, 5
2014/6/27, , 34, 22, 6, 3, 3
2014/6/28, , 29, 28, 3, 2, 3
2014/6/29, , 30, 36, 7, 3, 4
2014/6/30, , 30, 22, 17, 4, 6
2014/1/24, , 89, 17, 59, , 21
2014/1/25, , 94, , 21, 11, 11
2014/1/26, , 107, , , , 
2014/1/30, , 82, 47, 23, 4, 9
2014/1/31, , 69, 67, 33, 5, 11
2014/2/1, , 67, 73, 27, 4, 10
2014/2/2, , 63, 75, 23, 4, 9
2014/2/3, , 58, 66, 17, 3, 9
2014/2/4, , 61, 37, 20, 4, 8
2014/2/5, , 60, 23, 24, 4, 8
2014/2/6, , 55, 26, 19, 7, 7
2014/2/7, , 54, 27, 17, 7, 8
2014/2/8, , 49, 47, 17, 6, 9
2014/2/9, , 51, 50, 21, 6, 10
2014/2/10, , 54, 35, 21, 7, 8
2014/2/11, , 69, 32, 16, 4, 6
2014/2/12, , 52, 37, 18, 4, 7
2014/2/13, , 52, 42, 17, 3, 8
2014/2/14, , 51, 20, 17, 2, 7
2014/2/15, , 46, 42, 13, 3, 8
2014/2/16, , 46, 29, 17, 4, 9
2014/2/17, , 49, 30, 19, 3, 8
2014/2/18, , 38, 31, 24, 3, 9
2014/2/19, , 47, 24, 12, 3, 9
2014/2/20, , 53, 20, 34, 4, 15
2014/2/22, , 66, 43, 21, 5, 11
2014/2/23, , 60, 38, 20, 4, 9
2014/2/24, , 51, 31, 21, 7, 9
2014/2/25, , 56, 32, 22, 6, 8
2014/2/26, , 55, 39, 17, 6, 7
2014/2/27, , 50, 59, 18, 7, 8
2014/2/28, , 51, 53, 21, 6, 8
2014/3/1, , 59, 60, 21, 9, 11
2014/3/2, , 57, 47, 23, 8, 12
2014/3/3, , 68, 35, 17, 7, 12
2014/3/4, , 66, 14, 16, 9, 8
2014/3/5, , 69, 31, 21, 10, 15
2014/3/6, , 80, 38, 17, 11, 9
2014/3/7, , 74, 52, 22, 12, 11
2014/3/8, , 75, 41, 24, 13, 17
2014/3/9, , 74, 40, 16, 12, 10
2014/3/10, , 76, 56, 20, 8, 12
2014/3/11, , 59, 47, 20, 9, 11
2014/3/12, , 54, 68, 22, 10, 14
2014/3/13, , 62, 71, 9, 9, 12
2014/3/14, , 64, 65, 9, 8, 14
2014/3/15, , 57, 8, 9, 10, 16
2014/3/16, , 64, 8, 11, 10, 12
2014/3/17, , 66, , , , 
2014/3/20, , 53, 51, 22, 8, 15
2014/3/21, , 62, 18, 21, 6, 10
2014/3/22, , 72, 70, 15, 3, 12
2014/3/23, , 49, 82, 19, 3, 12
2014/3/24, , 57, 90, 20, 3, 11
2014/3/25, , 52, 47, 21, 5, 8
2014/3/26, , 50, 93, 20, 6, 8
2014/3/27, , 49, 73, 17, 10, 8
2014/3/28, , 48, 69, 18, 5, 8
2014/3/30, , 37, 42, 15, 6, 6
2014/3/31, , 31, 32, 13, 6, 7
2021/1/10, , , 28, , , 
2021/1/11, , , 24, , , 
2018/3/5, , , 5, 8, 1, 
2018/3/6, , , 11, 3, 1, 
2018/3/7, , , 10, , , 
2018/3/11, , , 14, 17, 1, 
2018/3/12, , , 58, 9, 1, 
2018/3/13, , , 66, 6, 1, 
2018/3/14, , , 37, 7, 1, 
2018/3/15, , , 49, 9, 1, 
2018/3/16, , , 33, 9, 1, 
2018/3/17, , , 37, 6, 1, 
2018/3/18, , , 30, 6, 1, 
2018/3/19, , , 38, 7, 1, 
2018/3/20, , , 62, 7, 1, 
2018/3/21, , , 35, 9, 1, 
2018/3/22, , , 34, 14, 1, 
2018/3/23, , , 44, 12, 1, 
2018/3/24, , , 52, 11, 1, 
2018/3/25, , , 46, 10, 1, 
2018/3/26, , , 43, 15, 1, 
2018/3/27, , , 44, 11, , 
2018/3/28, , , 29, 6, , 
2018/3/29, , , 35, 5, , 
2018/3/30, , , 30, 4, , 
2018/3/31, , , 8, , , 
2017/7/1, , , 20, 4, 1, 
2017/7/2, , , 16, 4, 1, 
2017/7/3, , , 16, 4, 1, 
2017/7/4, , , 17, 5, , 
2017/7/5, , , 16, 5, , 
2017/7/6, , , 21, 4, 1, 
2017/7/7, , , 19, 4, , 
2017/7/8, , , 3, 5, , 
2017/7/15, , , 9, 4, , 
2017/4/1, , , 24, 5, , 
2017/4/2, , , 33, 8, , 
2017/4/3, , , 44, 8, , 
2017/4/4, , , 41, 10, 1, 
2017/4/5, , , 33, 9, , 
2017/4/6, , , 9, 7, , 
2017/4/7, , , 22, 5, , 
2017/4/8, , , 25, 5, , 
2017/4/9, , , 8, 3, , 
2017/4/10, , , 19, 3, 1, 
2017/4/11, , , 7, 2, 1, 
2017/4/12, , , 19, 2, 1, 
2017/4/13, , , 28, 2, , 
2017/4/14, , , 29, 3, 1, 
2017/4/15, , , 32, 3, 1, 
2017/4/16, , , 25, 3, 1, 
2017/4/17, , , 25, 4, 1, 
2017/4/18, , , 31, 4, , 
2017/4/19, , , 31, 4, , 
2017/4/20, , , 34, 6, , 
2017/4/21, , , 42, 6, 1, 
2017/4/22, , , 62, 10, 1, 
2017/4/23, , , 7, , , 
2017/4/25, , , 24, 4, 1, 
2017/4/26, , , 45, 4, , 
2017/4/27, , , 51, 4, , 
2017/4/28, , , 24, 6, , 
2017/4/29, , , 36, 7, , 
2017/4/30, , , 45, 4, , 
2017/5/1, , , 36, 6, 1, 
2017/5/2, , , 21, 4, , 
2017/5/3, , , 32, 5, , 
2017/5/4, , , 18, 4, , 
2017/5/5, , , 29, 12, 1, 
2017/5/6, , , 47, 6, , 
2017/5/7, , , 22, 8, , 
2017/5/8, , , 25, 6, , 
2017/5/9, , , 26, 4, , 
2017/5/10, , , 25, 5, , 
2017/5/11, , , 23, 7, , 
2017/5/12, , , 11, 6, , 
2017/5/13, , , 14, 4, , 
2017/5/14, , , 23, 5, 1, 
2017/5/15, , , 18, 4, , 
2017/5/16, , , 17, 4, , 
2017/5/17, , , 8, , , 
2017/5/19, , , 26, 7, , 
2017/5/20, , , 34, 5, , 
2017/5/21, , , 24, 7, , 
2017/5/22, , , 25, 8, 1, 
2017/5/23, , , 18, 6, , 
2017/5/24, , , 25, 8, , 
2017/5/25, , , 43, 7, , 
2017/5/26, , , 16, 8, , 
2017/5/27, , , 21, 5, , 
2017/5/28, , , 6, , , 
2017/5/30, , , 13, 7, , 
2017/5/31, , , 23, 6, , 
2017/6/1, , , 14, 5, , 
2017/6/2, , , 21, 4, , 
2017/6/3, , , 20, 2, , 
2017/6/4, , , 8, , , 
2017/6/8, , , 26, 6, , 
2017/6/9, , , 16, 5, , 
2017/6/10, , , 18, 9, , 
2017/6/11, , , 18, 8, , 
2017/6/12, , , 20, 7, , 
2017/6/13, , , 25, 6, , 
2017/6/14, , , 20, 5, , 
2017/6/15, , , 19, 7, , 
2017/6/16, , , 17, 5, , 
2017/6/17, , , 19, 2, , 
2017/6/18, , , 18, 5, , 
2017/6/19, , , 20, 7, , 
2017/6/20, , , 21, 5, , 
2017/6/21, , , 21, 6, , 
2017/6/22, , , 14, 4, , 
2017/6/23, , , 18, 2, , 
2017/6/24, , , 6, 3, , 
2017/6/25, , , 19, 2, , 
2017/6/26, , , 19, 4, , 
2017/6/27, , , 23, 4, 1, 
2017/6/28, , , 27, 7, , 
2017/6/29, , , 22, 6, , 
2017/6/30, , , 12, 5, 1, 
2017/1/2, , , 46, 13, , 
2017/1/3, , , 35, 19, 1, 
2017/1/4, , , 41, 13, 1, 
2017/1/5, , , 44, 11, , 
2017/1/6, , , 40, 11, , 
2017/1/7, , , 54, 11, 1, 
2017/1/8, , , 27, 17, 1, 
2017/1/9, , , 27, 12, , 
2017/1/10, , , 26, 14, 1, 
2017/1/11, , , 28, 8, , 
2017/1/12, , , 33, 10, , 
2017/1/13, , , 42, 14, , 
2017/1/14, , , 65, 11, , 
2017/1/15, , , 41, 18, , 
2017/1/16, , , 72, 17, , 
2017/1/17, , , 43, 19, , 
2017/1/18, , , 39, 20, , 
2017/1/19, , , 55, 23, , 
2017/1/20, , , 50, 18, , 
2017/1/21, , , 56, 18, , 
2017/1/22, , , 41, , , 
2017/1/28, , , 35, 12, 1, 
2017/1/29, , , 54, 14, 1, 
2017/1/30, , , 41, 13, 1, 
2017/1/31, , , 41, 15, 1, 
2017/2/1, , , 17, , , 
2017/2/7, , , 41, 11, 1, 
2017/2/8, , , 44, 13, 1, 
2017/2/9, , , 55, 14, 1, 
2017/2/10, , , 38, 10, , 
2017/2/11, , , 35, , , 
2017/3/14, , , 49, 5, 1, 
2017/3/15, , , 35, 5, 1, 
2017/3/16, , , 28, 7, , 
2017/3/17, , , 18, 6, 1, 
2017/3/18, , , 16, , , 
2017/3/30, , , 39, 5, , 
2017/3/31, , , 29, 7, , 
2016/10/6, , , 22, 12, 1, 
2016/10/7, , , 23, 11, 1, 
2016/10/8, , , 21, 10, 1, 
2016/10/9, , , 24, 11, 1, 
2016/10/10, , , 28, 11, 1, 
2016/10/11, , , 40, 12, 1, 
2016/10/12, , , 37, 12, 1, 
2016/10/13, , , 13, , , 
2016/10/16, , , 21, 12, , 
2016/10/17, , , 30, 18, 1, 
2016/10/18, , , 37, 17, 1, 
2016/10/19, , , 38, 13, 1, 
2016/10/20, , , 22, 11, , 
2016/10/21, , , 28, 8, , 
2016/10/22, , , 27, 6, , 
2016/10/23, , , 30, , , 
2016/10/27, , , 17, 11, , 
2016/10/28, , , 29, 8, , 
2016/10/29, , , 15, 13, , 
2016/10/30, , , 23, 11, , 
2016/10/31, , , 23, 12, , 
2016/11/1, , , 22, 15, , 
2016/11/2, , , 29, 16, , 
2016/11/3, , , 33, 21, 1, 
2016/11/4, , , 40, 23, 1, 
2016/11/5, , , 37, 20, 1, 
2016/11/6, , , 49, 22, 1, 
2016/11/7, , , 39, 19, , 
2016/11/8, , , 34, 21, , 
2016/11/9, , , 23, 17, 1, 
2016/11/10, , , 22, 22, 1, 
2016/11/11, , , 33, 22, 1, 
2016/11/12, , , 37, 16, 1, 
2016/11/13, , , 27, 18, 1, 
2016/11/14, , , 32, 17, , 
2016/11/15, , , 27, 19, 1, 
2016/11/16, , , 36, 24, 1, 
2016/11/17, , , 31, 24, 1, 
2016/11/18, , , 33, 20, 1, 
2016/11/19, , , 41, 15, , 
2016/11/20, , , 36, 19, 1, 
2016/11/21, , , 39, 18, 2, 
2016/11/22, , , 43, 18, 1, 
2016/11/23, , , 42, 17, , 
2016/11/24, , , 24, 20, 1, 
2016/11/25, , , 29, 18, , 
2016/11/26, , , 33, 16, 1, 
2016/11/27, , , 41, 17, 1, 
2016/11/28, , , 28, 18, 1, 
2016/11/29, , , 44, 17, 1, 
2016/11/30, , , 55, 18, 1, 
2016/12/1, , , 47, 13, , 
2016/12/2, , , 49, 16, 1, 
2016/12/3, , , 48, 17, , 
2016/12/4, , , 44, 14, , 
2016/12/5, , , 42, 15, 1, 
2016/12/6, , , 35, 17, , 
2016/12/7, , , 45, 20, 1, 
2016/12/8, , , 51, 20, 1, 
2016/12/9, , , 56, 22, 1, 
2016/12/10, , , 58, 15, 1, 
2016/12/11, , , 61, 15, 1, 
2016/12/12, , , 55, 13, 1, 
2016/12/13, , , 58, 15, 1, 
2016/12/14, , , 41, 13, , 
2016/12/15, , , 40, 12, , 
2016/12/16, , , 36, 14, 1, 
2016/12/17, , , 56, 13, 1, 
2016/12/18, , , 63, 6, 2, 
2016/12/19, , , 32, 20, 1, 
2016/12/20, , , 71, 17, 1, 
2016/12/21, , , 52, 17, , 
2016/12/22, , , 40, 11, , 
2016/12/23, , , 36, 15, , 
2016/12/24, , , 44, 18, 1, 
2016/12/25, , , 60, 20, 1, 
2016/12/26, , , 56, 18, 1, 
2016/12/27, , , 39, 12, , 
2016/12/28, , , 56, 19, 1, 
2016/12/29, , , 52, 14, , 
2016/12/30, , , 53, 10, , 
2016/12/31, , , 50, , , 
2016/8/28, , , 14, 13, 1, 
2016/8/29, , , 25, , , 
2016/8/30, , , 11, , , 
2016/8/31, , , 6, 34, 1, 
2016/9/1, , , 9, , , 
2016/9/20, , , 16, 11, , 
2016/9/21, , , 25, 12, , 
2016/9/22, , , 31, 19, , 
2016/9/23, , , 20, 14, , 
2016/9/24, , , 27, 14, , 
2016/9/25, , , 27, 10, , 
2016/9/26, , , 28, 13, , 
2016/9/27, , , 23, 7, , 
2016/9/28, , , 14, , , 
2015/7/18, , , 44, 11, , 28
2015/7/19, , , 63, 12, , 29
2015/7/20, , , 31, 30, , 28
2015/7/21, , , 35, 16, , 28
2015/7/22, , , 40, 23, , 28
2015/7/23, , , 53, 9, , 29
2015/7/24, , , 44, 8, , 29
2015/7/25, , , 34, 12, , 29
2015/7/26, , , 26, 10, , 31
2015/7/27, , , 22, 8, , 29
2015/8/27, , , 34, 9, , 31
2015/4/7, , , 39, , 2, 22
2015/4/10, , , 16, , 2, 22
2015/4/21, , , 48, , 4, 23
2015/6/2, , , 37, 20, 2, 26
2014/12/31, , , 52, , 2, 13
2015/1/27, , , 109, , 2, 20
2015/1/28, , , 126, , 2, 18
2015/3/15, , , 65, , 10, 22
2014/10/11, , , 24, 13, 1, 8
2014/10/23, , , 21, 8, , 13
2014/10/24, , , 21, 4, 2, 11
2014/11/30, , , 66, , 3, 9
2014/7/20, , , 6, 21, 2, 6
2014/7/21, , , 31, 11, 2, 5
2014/7/30, , , 13, 10, 2, 7
2014/8/8, , , 2, 19, , 7
2014/9/28, , , 42, 12, 4, 4
2014/6/15, , , 25, 11, 6, 5
2014/1/23, , , 92, 31, 6, 13
2014/1/28, , , 38, 47, 8, 13
2014/1/29, , , 20, 47, 7, 15
2014/2/21, , , 38, 32, 5, 15
2014/3/19, , , 49, 18, 7, 10
2014/3/29, , , 42, 11, 6, 6
2018/3/4, , , , 9, 1, 
2018/3/10, , , , 14, 1, 
2017/7/9, , , , 2, , 
2017/7/12, , , , 3, , 
2017/7/13, , , , 7, , 
2017/7/14, , , , 3, , 
2017/4/24, , , , 4, , 
2017/5/18, , , , 8, , 
2017/5/29, , , , 7, , 
2017/6/7, , , , 3, , 
2017/1/1, , , , 12, , 
2017/1/27, , , , 14, 1, 
2017/2/6, , , , 8, , 
2017/3/13, , , , 7, 1, 
2017/3/29, , , , 7, , 
2016/10/5, , , , 11, 1, 
2016/10/15, , , , 11, , 
2016/10/26, , , , 12, , 
2016/8/27, , , , 11, , 
2016/9/19, , , , 10, , 
2015/4/20, , , , , 2, 
2015/11/10, , , , , , 43
